FuelType,TotalFuelConsumption,NetGeneration
Gas,"11,058,034","220,949"
Gas,"1,813,530","30,801"
Gas,0,0
Gas,"10,098,892","243,787"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"3,562","9,501"
Petroleum,0,0
Petroleum,0,0
Petroleum,"72,978","13,109"
Petroleum,15,3
Coal,"1,576,213","2,738,592"
Coal,"3,190,730","6,119,443"
Coal,"681,479","1,242,035"
Coal,"1,035,158","1,793,644"
Coal,"2,811,002","4,535,698"
Coal,"8,871,404","16,163,945"
Coal,0,0
Coal,0,0
Other,0,"326,456"
Wind,0,"390,209"
Wind,0,"830,401"
Wind,0,"48,967"
Wind,0,"133,615"
Wind,0,0
Coal,0,0
Coal,"352,678","582,253"
Coal,0,0
Coal,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,71,40
Petroleum,"36,164","19,649"
Petroleum,272,59
Petroleum,37,19
Petroleum,0,0
Petroleum,0,-18
Petroleum,"2,178",-219
Petroleum,0,0
Petroleum,294,132
Petroleum,736,83
Petroleum,"11,103","5,813"
Petroleum,"23,931","12,386"
Petroleum,0,0
Petroleum,"9,972","6,399"
Petroleum,0,0
Petroleum,0,0
Hydro,0,"12,366"
Gas,"71,625","7,243"
Gas,"4,782,941","411,051"
Gas,"1,377,760","134,858"
Gas,"315,538","24,124"
Gas,"444,768","37,917"
Gas,"7,168,016","576,153"
Gas,"3,249,263","233,892"
Gas,"7,819",-446
Gas,"19,841",539
Gas,"1,820,739","144,249"
Gas,"44,234","3,976"
Gas,"293,776","17,087"
Gas,999,27
Gas,"64,502","5,699"
Gas,"4,848",131
Gas,"299,669","26,621"
Gas,"50,703","3,887"
Gas,"101,311","5,030"
Gas,"672,825","60,546"
Gas,"180,959","12,762"
Gas,"510,125","35,792"
Gas,"4,768,125","435,062"
Gas,"1,084,524","88,786"
Gas,"886,487","94,206"
Gas,"2,482,444","246,550"
Gas,0,0
Gas,"48,110","5,344"
Nuclear,0,"8,768,548"
Petroleum,"53,507","81,486"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,-735
Petroleum,0,-741
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Coal,"1,636,686","2,648,578"
Coal,"245,628","352,567"
Coal,"5,365,613","8,642,946"
Coal,"2,058,823","3,314,152"
Coal,"894,924","1,391,839"
Coal,"683,410","1,077,153"
Coal,"905,954","1,324,036"
Coal,"8,638,976","12,909,464"
Wind,0,"352,955"
Wind,0,"560,194"
Wind,0,"353,724"
Wind,0,"254,388"
Wind,0,"496,696"
Wind,0,"200,034"
Wind,0,"88,139"
Wind,0,"78,977"
Wind,0,0
Biomass,"577,739","195,250"
Biomass,"45,554","4,481"
Biomass,"224,429","58,845"
Biomass,"3,015,893","106,189"
Biomass,"89,180","15,699"
Coal,"2,507,625","6,245,122"
Coal,"1,092,651","2,498,989"
Coal,"5,331,887","11,325,017"
Coal,"12,091","24,047"
Coal,"1,575,971","3,233,873"
Coal,"4,748,412","10,347,176"
Coal,"1,197,428","2,390,873"
Coal,"6,353,549","14,251,654"
Coal,"4,082,644","7,436,357"
Coal,"1,278,540","2,660,340"
Coal,"751,395","1,575,058"
Coal,"685,149","1,582,621"
Coal,"389,154","818,662"
Coal,"1,913,481","4,270,135"
Coal,"3,567,030","7,605,669"
Coal,"1,409,667","3,124,300"
Coal,"1,176,462","2,324,793"
Coal,"898,927","1,688,353"
Coal,0,0
Coal,0,0
Coal,"428,163","877,581"
Coal,"59,314","99,149"
Petroleum,"14,859","5,789"
Petroleum,"28,616","17,043"
Petroleum,"3,804","1,716"
Petroleum,"11,538","6,306"
Petroleum,"38,163","20,564"
Petroleum,531,-346
Petroleum,144,26
Petroleum,0,0
Petroleum,0,0
Petroleum,"3,343","1,781"
Petroleum,"3,992","2,292"
Petroleum,"29,152","14,760"
Petroleum,0,0
Petroleum,"4,016","2,191"
Petroleum,"5,323","2,610"
Petroleum,"15,223","7,919"
Petroleum,"38,618","21,450"
Petroleum,"17,075","9,547"
Petroleum,"16,356","8,389"
Petroleum,"20,719","9,410"
Petroleum,"2,557",815
Petroleum,7,2
Petroleum,"1,795",840
Petroleum,"2,794","1,455"
Petroleum,"9,410","4,042"
Hydro,0,"819,646"
Hydro,0,"1,286,287"
Hydro,0,"831,352"
Hydro,0,"409,493"
Hydro,0,"6,427"
Gas,"2,732,902","186,826"
Gas,"1,164,504","74,429"
Gas,"3,495",184
Gas,"149,592","14,278"
Gas,"279,499","27,219"
Gas,"16,932","1,282"
Gas,"66,716","6,018"
Gas,"2,211,403","195,391"
Gas,"593,052","54,755"
Gas,"562,930","54,614"
Gas,"613,557","48,861"
Gas,"471,932","14,238"
Gas,"6,553",610
Gas,0,0
Gas,0,0
Gas,"3,361,305","160,706"
Petroleum,"15,987","42,938"
Petroleum,964,"2,421"
Petroleum,"336,600","849,900"
Petroleum,"397,210","994,317"
Petroleum,0,0
Petroleum,0,0
Gas,"18,517","4,314"
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Other,"4,395","12,629"
Biomass,"206,317","234,656"
Biomass,"219,045","191,363"
Biomass,"764,335","201,279"
Biomass,"1,029,073","190,225"
Biomass,"150,926","74,627"
Biomass,"399,991",653
Biomass,"2,599,260","1,017,572"
Biomass,"2,699,659","583,015"
Coal,0,0
Coal,0,0
Coal,550,"1,591"
Coal,0,0
Coal,"12,933","7,934"
Petroleum,0,0
Petroleum,0,0
Petroleum,"16,499","8,032"
Petroleum,0,-316
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,-117
Petroleum,0,0
Petroleum,"24,030","11,158"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"30,883","17,237"
Petroleum,0,0
Petroleum,0,0
Petroleum,"3,962","1,637"
Petroleum,"153,458","24,554"
Petroleum,0,0
Petroleum,223,119
Petroleum,0,0
Petroleum,200,32
Hydro,0,"1,236,351"
Coal,"3,727,310","4,451,843"
Coal,0,0
Coal,0,0
Coal,0,0
Gas,"148,848","13,289"
Gas,"4,629,690","611,644"
Gas,"15,149,572","1,497,802"
Gas,0,0
Gas,"14,741,903","1,284,254"
Gas,"5,044,031","397,190"
Gas,"143,034","672,223"
Gas,"15,479,069","1,411,314"
Gas,"8,862,423","778,214"
Gas,"25,509,556","2,165,377"
Gas,"31,535,379","2,728,259"
Gas,0,-117
Gas,"239,340","23,027"
Gas,0,"-2,318"
Gas,"25,115,918","2,203,189"
Gas,"389,992","29,321"
Gas,"2,005,713","150,480"
Gas,"2,457,283","220,548"
Gas,0,0
Gas,"792,308","64,896"
Gas,"163,770","14,122"
Gas,"10,125,146","912,773"
Gas,"193,521","16,975"
Gas,"7,720,160","528,149"
Gas,"4,021,169","159,436"
Gas,"17,673,660","1,200,479"
Gas,"3,512,001","284,695"
Gas,"18,387,993","1,530,024"
Gas,0,"673,589"
Gas,"15,886,306","1,245,567"
Gas,"13,645,189","166,210"
Gas,"1,788,640","120,590"
Gas,"1,184,157","116,931"
Gas,"522,110","13,519"
Gas,"18,282,564","1,503,513"
Gas,"296,238","1,446,044"
Gas,"33,312,772","3,003,171"
Gas,"6,213",57
Gas,"2,289,356","571,420"
Gas,"24,501,090","2,428,750"
Gas,"1,755,560","157,850"
Gas,"72,785","410,144"
Gas,"8,590,524","755,671"
Gas,"189,340","590,095"
Gas,"19,688,280","1,877,904"
Gas,0,"254,981"
Gas,"39,150,722","3,545,398"
Gas,"716,919","56,541"
Gas,"1,238,902","170,250"
Gas,"5,364,351","701,692"
Gas,"76,439","589,229"
Gas,"11,742,147","1,039,215"
Gas,"7,308,313","463,654"
Gas,"3,586,051","333,358"
Gas,"10,596","1,025"
Gas,"1,095,465","89,977"
Gas,"5,576",504
Gas,"559,803","45,501"
Gas,0,0
Gas,"558,868","6,452"
Gas,0,0
Gas,"75,826","6,975"
Gas,0,0
Gas,"26,001,521","2,088,018"
Gas,"22,192,825","663,829"
Nuclear,0,"8,948,707"
Nuclear,0,"7,833,370"
Gas,"8,886,640","258,658"
Gas,0,0
Gas,"2,755,450","274,971"
Gas,"7,501,411","374,071"
Gas,"3,164,942","82,454"
Gas,"919,079","13,448"
Gas,0,0
Gas,"12,497,969","53,068"
Gas,0,0
Gas,"507,066","33,578"
Gas,"3,585,010","190,502"
Gas,0,0
Other,"1,609,289","5,827"
Other,0,0
Other,"44,837",720
Other,0,0
Other,0,0
Other,0,0
Other,"1,102,882","1,785"
Other,0,0
Other,0,0
Other,0,0
Petroleum,"554,036","1,393,340"
Petroleum,"12,520","29,647"
Petroleum,0,0
Petroleum,"98,822","291,325"
Other,0,"230,700"
Other,0,"34,268"
Petroleum,0,-316
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"59,923","16,385"
Petroleum,0,0
Petroleum,"88,143","14,057"
Petroleum,545,93
Coal,"2,282,209","3,382,109"
Coal,0,0
Coal,0,0
Coal,"7,622,197","12,040,956"
Coal,"2,089,934","3,190,637"
Other,"16,381","47,020"
Other,"68,188","53,707"
Other,0,"16,426"
Petroleum,"15,301","8,951"
Biomass,"788,045","306,905"
Biomass,"450,130","187,493"
Biomass,"327,363","135,825"
Biomass,"1,138,978","35,432"
Biomass,"3,249,180","109,763"
Biomass,"278,357","8,474"
Biomass,"624,982","357,863"
Biomass,"144,883","116,887"
Biomass,"11,478",777
Coal,"2,951,760","7,183,881"
Coal,"633,371","1,246,143"
Coal,"498,092","1,136,429"
Coal,0,0
Coal,"86,770","42,693"
Petroleum,281,98
Petroleum,0,836
Petroleum,"7,132","3,689"
Petroleum,"2,854","1,199"
Petroleum,"2,020","1,026"
Petroleum,862,469
Petroleum,398,197
Petroleum,"16,180","8,817"
Petroleum,0,0
Petroleum,23,12
Petroleum,"1,381",675
Petroleum,530,162
Petroleum,0,0
Petroleum,"37,566","22,194"
Petroleum,"5,732","2,168"
Petroleum,0,0
Petroleum,0,"1,063"
Petroleum,"7,320","3,438"
Petroleum,0,22
Petroleum,130,59
Petroleum,"2,862","1,495"
Petroleum,"13,198","12,934"
Petroleum,"7,749","1,238"
Petroleum,"18,428","5,544"
Petroleum,"1,002",370
Petroleum,"7,181","3,094"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,366,290
Petroleum,"3,549","1,910"
Petroleum,308,43
Petroleum,0,0
Petroleum,"2,667","1,192"
Petroleum,"5,405","2,124"
Petroleum,"6,896","3,802"
Petroleum,"35,203","18,091"
Petroleum,0,0
Petroleum,"13,241","5,969"
Petroleum,0,0
Petroleum,"3,014","1,541"
Petroleum,"7,832","3,962"
Petroleum,"3,235","18,416"
Petroleum,"1,080",301
Petroleum,0,0
Hydro,"1,321,254","-370,828"
Hydro,0,"373,153"
Hydro,0,"-162,808"
Hydro,0,"295,384"
Hydro,0,"590,997"
Hydro,0,"7,644"
Hydro,0,"9,016"
Petroleum,672,308
Petroleum,0,0
Petroleum,"3,281","1,485"
Petroleum,"2,454","1,306"
Petroleum,394,168
Petroleum,"5,645","2,241"
Other,"262,686","241,129"
Other,"150,046","147,317"
Other,"109,123","106,722"
Other,"486,646","275,543"
Gas,"546,049","2,875,694"
Gas,"59,246,237","5,549,179"
Gas,"642,137","57,827"
Gas,"119,284","359,607"
Gas,"12,095,030","1,120,686"
Gas,"109,059","2,739"
Gas,"655,616","69,168"
Gas,"582,839","58,740"
Gas,"328,739","26,114"
Gas,0,"1,326"
Gas,"28,096","1,257"
Gas,0,0
Gas,"38,160","3,317"
Gas,"142,719","17,470"
Gas,"97,940","6,069"
Gas,0,0
Gas,"883,992","94,297"
Gas,0,"69,205"
Gas,"2,158,113","191,027"
Gas,0,"56,716"
Gas,"1,518,002","124,234"
Gas,"1,744,131","161,687"
Gas,"2,081,684","79,505"
Gas,"2,273,960","166,596"
Gas,"2,056,588","257,656"
Gas,0,"283,715"
Gas,"5,223,568","425,575"
Gas,0,"764,589"
Gas,"14,034,126","1,238,585"
Gas,"13,519,682","1,844,146"
Gas,"10,915,891","1,469,983"
Gas,"176,553","1,076,939"
Gas,"22,570,034","2,097,868"
Gas,"1,318",241
Gas,"8,213",734
Gas,"12,023",406
Gas,"8,137","28,773"
Gas,"2,583,709","285,639"
Gas,0,0
Gas,0,0
Gas,"756,966","119,665"
Gas,"218,737","19,974"
Gas,0,0
Gas,"330,309","31,159"
Gas,"846,445","34,130"
Gas,"43,233","11,897"
Gas,"249,633","23,239"
Gas,"2,964,893","135,163"
Nuclear,0,"5,396,021"
Petroleum,"114,502","67,375"
Petroleum,"2,075",280
Petroleum,0,0
Petroleum,"921,049","553,297"
Petroleum,"14,489","9,056"
Petroleum,"78,497","42,010"
Petroleum,0,0
Petroleum,"49,781","25,474"
Petroleum,"12,558","5,514"
Petroleum,0,0
Petroleum,"2,083","1,087"
Petroleum,"1,988",117
Petroleum,"13,810","7,909"
Petroleum,0,0
Petroleum,"20,810","4,541"
Petroleum,"45,419","13,673"
Solar,0,67
Coal,"173,214","287,150"
Wind,0,"3,798"
Petroleum,492,212
Gas,"77,263,432","269,182"
Biomass,"515,788","168,616"
Biomass,"540,525","140,471"
Biomass,"394,172","157,056"
Biomass,"850,322","28,765"
Biomass,"959,141","29,255"
Biomass,"56,946",0
Biomass,"103,992","15,819"
Coal,"2,804,331","6,621,848"
Coal,"379,694","895,731"
Coal,"920,006","2,074,880"
Coal,"1,452,908","3,701,120"
Coal,"949,178","2,341,471"
Coal,"2,500,524","6,706,468"
Coal,"560,126","1,142,846"
Coal,"385,713","206,295"
Coal,"180,569","400,541"
Coal,0,0
Petroleum,"40,549","22,511"
Petroleum,147,44
Petroleum,"4,025",0
Petroleum,340,120
Petroleum,"35,593","16,348"
Petroleum,367,108
Petroleum,"36,552","15,288"
Petroleum,"87,288","48,486"
Petroleum,"25,663","10,337"
Petroleum,"24,261","13,525"
Petroleum,"33,666","13,786"
Petroleum,"24,142","14,640"
Petroleum,"9,561","4,952"
Petroleum,"5,736",789
Petroleum,0,"1,898"
Petroleum,"8,304","3,586"
Petroleum,825,494
Petroleum,"9,041","5,437"
Petroleum,"9,804","3,984"
Petroleum,"8,735","4,630"
Petroleum,"6,104","3,477"
Petroleum,0,0
Petroleum,222,103
Petroleum,586,50
Hydro,0,"1,867,012"
Hydro,0,"81,136"
Petroleum,"2,199",372
Other,"171,931","132,488"
Other,"131,395","123,403"
Other,"46,475",0
Gas,"89,658","8,987"
Gas,"415,972","39,755"
Gas,"494,430","39,148"
Gas,"37,440","1,969"
Gas,"50,323","2,850"
Gas,"283,837","20,766"
Gas,"3,376,778","342,468"
Gas,"447,046","33,336"
Gas,"1,386,463","136,479"
Gas,"1,351,139","50,446"
Gas,"110,176","2,594"
Gas,"27,017","1,350"
Gas,0,"226,663"
Gas,"5,215,912","414,125"
Gas,0,0
Gas,"258,967","24,480"
Gas,"360,659","31,250"
Gas,"4,508,453","336,236"
Gas,"249,286","31,970"
Gas,0,0
Gas,"3,718",0
Gas,0,0
Gas,"2,208,018","56,790"
Nuclear,0,"7,528,570"
Nuclear,0,"7,021,549"
Petroleum,"88,273","55,427"
Petroleum,"123,055","75,285"
Petroleum,0,0
Petroleum,"17,280","1,935"
Petroleum,0,0
Petroleum,"3,977","2,585"
Petroleum,"29,696","21,275"
Petroleum,0,0
Coal,0,0
Coal,"99,834","178,866"
Coal,"73,415","144,485"
Petroleum,"3,547",538
Petroleum,"35,203","4,711"
Petroleum,20,10
Biomass,"354,884","256,695"
Biomass,"379,140","242,960"
Biomass,"397,870","247,500"
Biomass,"489,375","213,127"
Biomass,"8,630","3,632"
Biomass,"266,232","83,767"
Biomass,"373,828","180,063"
Biomass,"56,498","22,883"
Biomass,"234,665","168,169"
Biomass,"247,470","175,134"
Biomass,"4,131","16,251"
Biomass,"35,947","213,017"
Biomass,"787,242","271,669"
Biomass,"4,309",91
Biomass,"56,162","7,026"
Biomass,"966,527","244,443"
Biomass,"332,673","91,963"
Biomass,"460,687","299,113"
Biomass,"764,457","304,227"
Biomass,"25,816","10,966"
Biomass,"234,732","137,684"
Biomass,0,0
Biomass,"231,556","120,628"
Biomass,"143,888","104,708"
Biomass,0,0
Biomass,"203,134","113,471"
Biomass,785,748
Biomass,"3,183,643","72,448"
Biomass,"21,458","2,453"
Biomass,"256,010","32,959"
Coal,"33,959","32,657"
Coal,"1,360","10,443"
Coal,"30,698","29,285"
Petroleum,"4,255","1,542"
Petroleum,298,116
Petroleum,"3,853",846
Petroleum,"1,789",992
Petroleum,"10,088","1,695"
Petroleum,"1,963",375
Petroleum,815,343
Petroleum,"1,987","1,135"
Petroleum,"1,619",440
Petroleum,93,47
Petroleum,"5,171","1,965"
Petroleum,69,54
Petroleum,0,0
Hydro,0,"450,772"
Hydro,0,"166,903"
Hydro,0,"282,207"
Hydro,0,"112,677"
Hydro,0,"49,512"
Hydro,0,"872,352"
Hydro,0,"2,489,702"
Hydro,0,"164,595"
Petroleum,0,0
Petroleum,0,0
Petroleum,209,97
Other,"180,040","93,857"
Other,"157,128","89,751"
Gas,0,0
Gas,0,0
Gas,"13,939,296","1,408,970"
Gas,"131,288","126,254"
Gas,0,0
Gas,0,"903,328"
Gas,"15,820,886","1,426,231"
Gas,0,"181,126"
Gas,"3,732,316","307,135"
Gas,0,"885,917"
Gas,"17,147,029","1,524,950"
Gas,"37,052","3,191"
Gas,0,0
Gas,"8,680,394","708,923"
Gas,"143,275","5,920"
Other,0,0
Other,0,0
Petroleum,"456,281","235,380"
Petroleum,"197,726","13,892"
Petroleum,"34,373","7,642"
Petroleum,"98,615","24,939"
Petroleum,"10,440","24,173"
Petroleum,"227,494","44,076"
Petroleum,"8,424","1,647"
Petroleum,"219,295","42,056"
Petroleum,0,0
Petroleum,"147,768","66,395"
Coal,0,0
Other,"99,119","114,777"
Other,"4,077","39,036"
Other,"16,543","14,733"
Wind,0,"121,141"
Wind,0,"138,980"
Wind,0,0
Petroleum,"50,927","10,823"
Gas,"58,691,048","202,510"
Gas,0,0
Biomass,"448,921","144,341"
Biomass,"606,271","243,720"
Biomass,"39,610","4,602"
Biomass,"478,680","145,295"
Biomass,"310,506","181,408"
Biomass,"30,328","19,923"
Biomass,"321,475","161,087"
Biomass,"179,401","103,216"
Biomass,"1,867",290
Biomass,"370,338","35,855"
Biomass,"3,720,554","90,251"
Biomass,"2,687,819","64,861"
Biomass,"11,769,280","384,214"
Biomass,"445,339","358,873"
Biomass,"483,663","6,779"
Biomass,"120,163","64,207"
Biomass,"29,020","7,266"
Biomass,"30,303","4,108"
Biomass,"615,609","144,834"
Biomass,"16,758","1,369"
Biomass,"381,792","83,658"
Coal,"220,926","509,913"
Coal,"346,726","831,526"
Coal,"407,201","1,036,980"
Coal,"188,519","486,393"
Coal,"157,366","354,252"
Coal,"3,003,433","6,197,702"
Coal,"497,648","982,513"
Coal,"343,559","610,824"
Coal,"745,622","1,436,684"
Coal,"491,141","971,622"
Coal,0,0
Coal,"115,179","141,088"
Coal,0,0
Coal,"91,723","72,723"
Coal,0,0
Coal,"222,339","288,025"
Coal,"165,523","286,637"
Coal,"785,416","1,386,672"
Coal,"111,652","217,616"
Coal,"630,651","502,159"
Petroleum,0,0
Petroleum,"17,982","9,932"
Petroleum,0,0
Petroleum,"26,498","15,688"
Petroleum,"3,544","2,095"
Petroleum,346,110
Petroleum,"10,500","5,513"
Petroleum,17,-142
Petroleum,"1,510",-19
Petroleum,85,-429
Petroleum,"35,430","21,035"
Petroleum,119,-810
Petroleum,102,-627
Petroleum,42,"-1,695"
Petroleum,"21,780","11,634"
Petroleum,107,-357
Petroleum,"10,190","5,510"
Petroleum,"13,660","6,667"
Petroleum,805,0
Petroleum,"8,787","4,095"
Petroleum,43,26
Petroleum,161,-386
Petroleum,"30,133","17,282"
Petroleum,"7,974","2,526"
Petroleum,"39,612","8,550"
Petroleum,0,0
Petroleum,56,35
Petroleum,"31,573","10,032"
Petroleum,"12,381","6,728"
Petroleum,"8,545","4,556"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,167,102
Petroleum,1,2
Petroleum,163,64
Petroleum,0,0
Petroleum,0,0
Hydro,"2,923,250","-856,864"
Hydro,0,"23,106"
Hydro,0,"1,204,983"
Hydro,0,"68,999"
Hydro,0,"23,560"
Petroleum,0,0
Other,"149,643","113,410"
Other,"92,818","51,192"
Other,"22,631","6,554"
Gas,"170,389","16,090"
Gas,"595,306","57,169"
Gas,"48,237","1,627"
Gas,"4,061",286
Gas,"121,273","12,471"
Gas,0,-880
Gas,"6,162",-617
Gas,"388,458","39,376"
Gas,"1,607",-42
Gas,"327,882","30,292"
Gas,"1,220,722","92,347"
Gas,"122,774","6,592"
Gas,"815,962","59,314"
Gas,"624,595","40,968"
Gas,"1,755,048","127,541"
Gas,"47,539","2,092"
Gas,"1,216,815","43,115"
Gas,"2,005",0
Gas,0,0
Gas,"57,574","4,966"
Gas,"606,300","29,544"
Gas,"8,493,529","805,177"
Gas,"24,078,097","2,131,656"
Gas,0,0
Gas,416,30
Gas,0,0
Gas,"22,229","130,705"
Gas,"3,105,232","261,044"
Gas,"1,649,831","128,292"
Gas,"1,151,750","326,416"
Gas,"7,445,925","767,234"
Gas,"55,445","71,268"
Gas,"2,858,256","275,053"
Gas,"47,981","421,720"
Gas,"8,813,000","754,825"
Gas,"2,462,854","226,208"
Gas,"173,297","9,467"
Gas,"15,396","1,585"
Gas,"642,311","58,407"
Gas,"62,521","6,174"
Gas,"17,321","1,447"
Gas,"223,337","38,967"
Gas,"131,452","6,746"
Gas,"4,680,734","367,087"
Gas,"7,181,445","620,065"
Gas,0,0
Gas,"5,331",713
Gas,"20,760",948
Gas,0,0
Gas,0,0
Gas,0,0
Gas,"290,747","24,853"
Gas,"3,218,180","43,927"
Nuclear,0,"6,118,710"
Nuclear,0,"7,405,908"
Nuclear,0,"263,428"
Nuclear,0,"8,062,963"
Gas,0,0
Gas,0,0
Other,0,0
Petroleum,"36,607","75,503"
Petroleum,"11,441","22,544"
Petroleum,"118,124","66,915"
Petroleum,"104,982","62,405"
Petroleum,"8,682","4,797"
Petroleum,"13,438","6,184"
Petroleum,"57,406","12,622"
Petroleum,472,105
Petroleum,"19,711",677
Coal,"730,188","1,207,109"
Coal,"1,076,096","1,808,503"
Coal,"4,767,988","8,585,335"
Coal,"745,968","1,368,470"
Coal,"859,717","1,353,640"
Coal,"6,258,310","12,911,608"
Coal,"1,221,684","2,406,243"
Coal,"3,408,283","5,918,550"
Coal,"1,266,844","2,426,302"
Coal,"1,081,341","1,642,792"
Coal,"618,929","893,431"
Coal,"6,836","6,069"
Coal,"5,239,679","9,508,293"
Coal,0,0
Coal,"60,650","79,813"
Coal,"792,534","1,390,413"
Coal,"10,831","2,364"
Other,"23,595","31,676"
Other,"22,103","22,334"
Other,"5,126","8,770"
Other,"19,629","39,818"
Other,"28,037","67,550"
Coal,0,0
Wind,0,"153,227"
Wind,0,"132,934"
Wind,0,"3,027"
Biomass,"60,762","38,662"
Biomass,"261,012","78,685"
Biomass,"762,955","239,749"
Biomass,"27,572","3,125"
Biomass,"389,875","114,741"
Biomass,"427,370","211,769"
Biomass,"54,487","28,890"
Biomass,"55,727","25,989"
Biomass,"27,303","2,416"
Biomass,"856,202","59,511"
Biomass,"528,569","20,712"
Biomass,"220,430","129,579"
Biomass,"414,199","344,463"
Biomass,0,0
Biomass,"221,228","147,820"
Biomass,"60,717","8,523"
Biomass,"405,967","48,791"
Biomass,"55,286","4,807"
Biomass,"246,388","35,385"
Coal,0,0
Coal,0,0
Coal,"156,245","287,095"
Coal,544,"2,130"
Coal,"73,087","39,832"
Petroleum,0,0
Petroleum,0,0
Petroleum,"14,556","7,752"
Petroleum,0,0
Petroleum,0,0
Petroleum,"8,050","1,227"
Petroleum,101,60
Petroleum,0,2
Petroleum,6,3
Petroleum,0,"-1,182"
Petroleum,364,115
Petroleum,"1,992",713
Petroleum,"21,742","12,096"
Petroleum,"8,721","4,550"
Petroleum,31,10
Petroleum,0,0
Petroleum,"4,217",-975
Petroleum,"3,670","1,833"
Petroleum,"9,373","1,558"
Petroleum,0,0
Petroleum,0,262
Petroleum,"1,193",558
Petroleum,0,"4,943"
Petroleum,"16,638","7,652"
Petroleum,"9,064","4,256"
Petroleum,0,0
Petroleum,"9,320","3,295"
Petroleum,"7,342","3,928"
Petroleum,"1,362",742
Petroleum,0,0
Petroleum,79,35
Petroleum,"1,792","1,038"
Petroleum,545,275
Petroleum,0,0
Petroleum,"3,570","1,049"
Petroleum,0,0
Hydro,0,"4,203"
Hydro,0,"7,659"
Hydro,0,"21,997"
Hydro,0,"529,212"
Hydro,0,"39,197"
Hydro,0,"67,373"
Hydro,0,"25,993"
Petroleum,0,0
Other,"336,779","176,520"
Other,"172,784","101,837"
Other,"47,261","7,515"
Gas,"130,861","8,825"
Gas,"57,987","5,327"
Gas,"16,902",991
Gas,"1,515","134,930"
Gas,"3,504,983","318,780"
Gas,"70,727","6,523"
Gas,"194,385","10,528"
Gas,"51,904","5,480"
Gas,"3,023","123,866"
Gas,"2,687,378","210,506"
Gas,0,"-1,182"
Gas,"586,241","26,982"
Gas,"542,783","37,296"
Gas,"641,471","51,893"
Gas,"784,110","63,166"
Gas,0,0
Gas,"188,778","14,378"
Gas,"136,749","4,120"
Gas,"568,449","15,802"
Gas,"56,328","85,528"
Gas,"2,199,508","172,982"
Gas,"59,468","111,720"
Gas,"2,543,517","213,321"
Gas,"26,823","82,079"
Gas,"1,731,817","156,494"
Gas,"280,902","24,250"
Gas,"134,996","55,365"
Gas,"7,535",745
Gas,"4,453,964","370,771"
Gas,"870,829","74,718"
Gas,"62,266","5,444"
Gas,"459,523","29,653"
Gas,"6,485","1,114"
Gas,"309,252","19,613"
Gas,0,0
Gas,"267,580","20,719"
Gas,"80,626","3,201"
Gas,"891,776","32,219"
Gas,0,0
Gas,0,0
Gas,"2,686,051","46,863"
Nuclear,0,"4,142,464"
Nuclear,0,"3,597,613"
Nuclear,0,"4,653,348"
Gas,"1,498,081","14,665"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,"-1,182"
Other,0,"50,533"
Petroleum,"5,385","2,552"
Petroleum,0,0
Petroleum,"12,572","3,129"
Petroleum,"25,512",0
Coal,"3,647,016","6,139,575"
Coal,952,"1,051"
Coal,"824,624","1,275,050"
Coal,"1,953,756","3,445,208"
Coal,0,"-1,182"
Coal,"9,171,628","15,309,497"
Coal,"664,576","1,056,430"
Coal,"59,499","35,099"
Coal,0,0
Coal,"1,208,138","1,688,129"
Coal,"1,038,805","813,542"
Other,"4,769","4,058"
Wind,0,"250,699"
Wind,0,"275,208"
Wind,0,"223,428"
Wind,0,"142,043"
Wind,0,"302,261"
Wind,0,"279,976"
Wind,0,"510,858"
Wind,0,"643,940"
Wind,0,"56,246"
Wind,0,"148,069"
Wind,0,"290,531"
Wind,0,"133,588"
Wind,0,"230,037"
Wind,0,"296,906"
Wind,0,"29,470"
Wind,0,"1,143,727"
Biomass,"13,056","18,790"
Biomass,"639,455","29,327"
Biomass,0,0
Biomass,"465,139","7,231"
Biomass,"4,951","1,510"
Coal,"79,931","171,038"
Coal,"282,243","490,432"
Coal,"53,524","52,918"
Coal,"716,417","1,614,463"
Coal,"24,894","41,704"
Coal,0,0
Coal,"131,319","97,174"
Coal,"352,497","577,209"
Coal,"251,369","116,236"
Petroleum,"1,141",611
Petroleum,"23,477","12,244"
Petroleum,"7,683",-930
Petroleum,0,0
Petroleum,70,-337
Petroleum,568,-551
Petroleum,28,9
