FuelType,TotalFuelConsumption,NetGeneration
Petroleum,"20,315","11,326"
Petroleum,0,0
Petroleum,"4,481","2,440"
Petroleum,0,0
Petroleum,120,68
Petroleum,168,67
Petroleum,"9,552","5,539"
Petroleum,"22,006","12,677"
Petroleum,"30,649","1,826"
Petroleum,392,158
Petroleum,"8,532","4,871"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,782,-53
Petroleum,0,-370
Petroleum,738,-122
Petroleum,"3,741","2,134"
Petroleum,0,0
Petroleum,0,0
Petroleum,81,38
Petroleum,776,454
Petroleum,0,-414
Petroleum,0,0
Petroleum,"1,468",309
Petroleum,"7,175","2,637"
Petroleum,"1,641",648
Petroleum,"1,830","1,193"
Petroleum,657,111
Hydro,0,"957,339"
Hydro,0,"681,898"
Hydro,0,"92,893"
Hydro,"106,303","105,270"
Hydro,0,"461,443"
Hydro,0,"182,598"
Petroleum,0,0
Coal,0,0
Gas,"95,339","49,418"
Gas,"1,606,340","138,962"
Gas,"83,940","4,517"
Gas,"93,639","8,942"
Gas,"24,931",-418
Gas,"1,364,770","69,699"
Gas,"4,682",328
Gas,"160,095","15,328"
Gas,"2,370",131
Gas,"5,145",516
Gas,"16,801","1,267"
Gas,"62,681","4,527"
Gas,"106,868","9,293"
Gas,"437,201","28,624"
Gas,"23,517","1,469"
Gas,"114,002","11,083"
Gas,"1,126,820","96,312"
Gas,0,0
Gas,0,"366,383"
Gas,"7,764,011","704,913"
Gas,"77,342","5,963"
Gas,"4,187,033","548,698"
Gas,"36,302","2,805"
Gas,"929,420","76,728"
Gas,"664,328","70,038"
Gas,"97,406","3,827"
Gas,"4,599",163
Gas,"342,077","326,531"
Gas,"6,291,225","541,317"
Gas,"408,246","25,108"
Gas,"574,192","49,236"
Gas,"2,121,312","167,172"
Gas,"37,148","3,155"
Gas,"66,429","5,018"
Gas,"66,705","9,589"
Gas,"533,533","47,270"
Gas,"443,056",0
Gas,"5,808",82
Nuclear,0,"10,247,116"
Other,0,0
Petroleum,"14,136","30,195"
Petroleum,0,0
Gas,"28,258","6,532"
Petroleum,0,0
Coal,"709,679","1,132,184"
Coal,"2,442,255","3,973,097"
Coal,"2,068,649","3,199,348"
Coal,"1,366,551","2,372,313"
Coal,"351,475","343,771"
Coal,"10,122,717","17,226,242"
Coal,"3,250,555","5,347,183"
Coal,"2,426,200","4,143,604"
Coal,"806,629","1,209,420"
Coal,"4,266,998","7,241,272"
Coal,"4,356,018","7,367,123"
Coal,"2,313,427","3,823,551"
Coal,"4,826,892","8,012,317"
Coal,"699,635","1,181,479"
Coal,"1,096,237","1,804,664"
Coal,"211,374","309,472"
Other,"3,776","9,870"
Other,"6,395","10,983"
Other,"3,041","3,054"
Other,"3,726","3,515"
Wind,0,"77,929"
Wind,0,"113,360"
Wind,0,"108,513"
Wind,0,"190,052"
Wind,0,"8,661"
Biomass,"1,010,320","200,334"
Biomass,"350,003","180,914"
Biomass,"258,233","247,909"
Biomass,0,0
Biomass,0,0
Biomass,"71,277","100,471"
Biomass,"863,130","371,537"
Biomass,"585,965","159,155"
Biomass,"42,283","3,713"
Biomass,"380,052","98,665"
Biomass,"119,517","34,421"
Coal,"1,300,445","2,720,246"
Coal,"823,757","1,900,605"
Coal,"1,453,049","2,865,637"
Coal,0,0
Coal,"2,889","2,197"
Coal,"10,669","14,604"
Petroleum,0,0
Petroleum,"4,627","1,604"
Petroleum,0,0
Petroleum,343,-4
Petroleum,0,0
Petroleum,0,0
Petroleum,"4,858","2,650"
Petroleum,"10,105","5,416"
Petroleum,"2,199","1,180"
Petroleum,309,"-1,301"
Petroleum,"22,188","4,126"
Petroleum,0,0
Petroleum,137,55
Petroleum,"18,713",339
Petroleum,0,0
Coal,"3,744,477","3,344,657"
Gas,"13,998,947","1,041,143"
Gas,"12,471",-57
Gas,"323,072","31,780"
Gas,"18,767,454","1,634,124"
Gas,0,-649
Gas,"1,185,126","72,417"
Gas,"204,508","15,967"
Gas,"2,271,658","191,071"
Gas,0,"2,112,967"
Gas,"39,923,841","3,622,923"
Gas,"425,854","34,583"
Gas,"1,356,995","113,678"
Gas,"2,990,306","253,655"
Gas,0,0
Gas,0,0
Gas,"365,734","24,037"
Gas,"1,096,469","85,934"
Gas,"406,093","13,846"
Gas,"92,601","746,376"
Gas,"17,973,747","1,419,142"
Gas,"38,184","3,452"
Gas,"1,208,750","1,297,409"
Gas,"23,088,344","2,330,385"
Gas,0,"231,878"
Gas,"4,724,793","396,570"
Gas,0,"599,780"
Gas,"11,825,843","1,021,243"
Gas,"955,033","1,177,716"
Gas,"23,525,301","2,115,657"
Gas,"120,815","10,270"
Gas,"908,760","416,060"
Gas,"7,833,318","656,957"
Gas,0,"433,529"
Gas,"8,827,163","845,331"
Gas,0,"21,142"
Gas,"563,080","39,476"
Gas,0,0
Gas,0,0
Gas,0,0
Gas,"950,487","88,401"
Gas,"10,322",420
Gas,"278,375","25,954"
Gas,0,0
Gas,"178,878","11,836"
Gas,"2,429,467","191,363"
Gas,"671,700","10,208"
Nuclear,0,"10,998,515"
Gas,"1,667,293","37,188"
Other,0,0
Other,0,0
Other,0,0
Gas,"46,180","5,539"
Petroleum,0,-490
Petroleum,0,-649
Petroleum,"11,903","4,102"
Petroleum,0,0
Petroleum,0,0
Coal,0,0
Coal,"1,101,114","2,122,851"
Other,0,0
Other,"8,425","5,206"
Biomass,"441,147","59,995"
Biomass,"343,229","40,431"
Petroleum,"10,121","5,486"
Petroleum,"3,562","1,226"
Petroleum,"4,115","1,570"
Petroleum,0,0
Petroleum,"1,088",575
Petroleum,0,0
Hydro,0,"993,385"
Hydro,0,"307,166"
Hydro,0,"441,426"
Hydro,0,"482,044"
Hydro,0,"1,673,251"
Hydro,0,"742,284"
Hydro,0,"898,516"
Hydro,0,"1,574,357"
Hydro,0,"909,273"
Hydro,0,"1,120,197"
Coal,"298,488","317,351"
Gas,"44,407","4,274"
Gas,"10,883",866
Gas,"378,359","47,851"
Gas,"227,213","12,058"
Gas,"11,149",752
Gas,"887,957","10,458"
Gas,"15,310","1,500"
Gas,"268,189","4,041"
Petroleum,"269,643","476,609"
Petroleum,448,207
Petroleum,0,0
Coal,"8,344,993","13,145,475"
Coal,33,72
Coal,"935,795","1,459,427"
Coal,"204,882","242,245"
Other,0,"79,544"
Other,0,"30,764"
Wind,0,"437,875"
Wind,0,"249,079"
Wind,0,"43,184"
Wind,0,"55,612"
Wind,0,"25,065"
Petroleum,"11,513","4,017"
Biomass,"2,915","2,216"
Biomass,"339,702","197,093"
Biomass,"5,624","2,944"
Biomass,"462,479","291,233"
Biomass,"763,089","313,355"
Biomass,"471,906","257,125"
Biomass,"1,394,363","286,914"
Biomass,"38,636","3,459"
Biomass,"355,929","55,449"
Biomass,"2,050,204","64,504"
Biomass,"343,756","19,092"
Biomass,"20,766","14,580"
Biomass,"608,141","14,199"
Biomass,"43,017","28,693"
Biomass,"1,305,742","306,146"
Biomass,"1,111,542","162,956"
Coal,"949,209","2,145,494"
Coal,"733,115","1,741,232"
Coal,"823,583","1,868,610"
Coal,"6,262,948","15,003,120"
Coal,"1,097,862","2,407,038"
Coal,"143,957","275,870"
Coal,"1,513,392","3,647,923"
Coal,"203,504","413,555"
Coal,"1,327,943","3,261,242"
Coal,"84,887","171,916"
Coal,"4,776,946","12,668,697"
Coal,0,0
Coal,"222,209","485,075"
Coal,"1,778,603","4,035,860"
Coal,"5,544,561","14,639,962"
Coal,0,0
Coal,"43,017","33,652"
Coal,"104,590","49,727"
Coal,"1,190",558
Coal,"1,353,063","2,844,507"
Coal,"375,570","159,940"
Petroleum,0,-803
Petroleum,148,-157
Petroleum,95,-159
Petroleum,"67,800","31,855"
Petroleum,"6,906","3,654"
Petroleum,0,0
Petroleum,"1,201","-1,782"
Petroleum,"4,389","2,426"
Petroleum,973,-137
Petroleum,"16,563","9,102"
Petroleum,"38,700","21,757"
Petroleum,"1,940",-230
Petroleum,"26,165","13,481"
Petroleum,"5,027",529
Petroleum,"4,237","1,700"
Petroleum,"27,138","15,156"
Petroleum,"9,271","4,524"
Petroleum,"14,273","8,098"
Petroleum,593,-193
Petroleum,"5,074",-157
Petroleum,"33,914","21,074"
Petroleum,89,-426
Petroleum,"12,208","3,641"
Petroleum,"43,752","23,376"
Petroleum,"5,202","-2,605"
Petroleum,"53,253","24,451"
Petroleum,"5,283","3,984"
Petroleum,0,126
Petroleum,600,259
Petroleum,303,-20
Petroleum,"39,235","24,367"
Petroleum,"18,942","4,130"
Petroleum,0,0
Petroleum,"5,456","2,436"
Petroleum,"11,182","5,939"
Petroleum,"10,646","6,161"
Petroleum,0,0
Petroleum,"3,411","2,132"
Petroleum,"3,162",632
Petroleum,"4,460","2,971"
Petroleum,0,0
Petroleum,"3,504","2,741"
Petroleum,"2,283","1,325"
Petroleum,184,70
Petroleum,508,322
Petroleum,"2,463",854
Petroleum,"1,750",998
Hydro,0,"191,597"
Hydro,0,"326,176"
Hydro,0,"162,152"
Hydro,0,"314,594"
Hydro,0,"322,224"
Hydro,0,"1,018,664"
Hydro,0,"238,606"
Hydro,"106,730","43,077"
Hydro,0,"9,999"
Hydro,0,"514,919"
Hydro,0,"493,965"
Hydro,0,"1,293,786"
Hydro,0,"27,434"
Hydro,0,"3,496"
Hydro,0,"3,893"
Other,"17,726","14,370"
Gas,0,900
Gas,"193,989","11,739"
Gas,"1,036",-131
Gas,"135,816","9,415"
Gas,0,0
Gas,0,0
Gas,0,0
Gas,0,-377
Gas,"1,200",-186
Gas,"2,471",-562
Gas,"162,617","7,873"
Gas,"4,318,972","390,495"
Gas,"24,304,840","3,121,406"
Gas,0,"301,291"
Gas,"5,540,234","498,378"
Gas,"1,037,852","97,926"
Gas,"81,839","1,173"
Gas,"316,387","5,447"
Gas,"1,281,955","113,757"
Gas,"1,422,171","134,443"
Gas,"258,212","22,676"
Gas,0,0
Gas,"1,834,058","198,703"
Gas,"9,109",718
Gas,"94,124","11,081"
Gas,0,0
Nuclear,0,"8,022,667"
Nuclear,0,"6,407,140"
Nuclear,0,"7,403,161"
Nuclear,0,"9,999,078"
Nuclear,0,"9,015,665"
Other,0,0
Petroleum,"24,911","4,839"
Petroleum,"189,455","20,733"
Petroleum,0,0
Petroleum,"198,189","24,807"
Solar,0,"2,322"
Other,"35,465","76,627"
Petroleum,0,0
Biomass,"71,366","8,453"
Petroleum,"9,650","4,932"
Petroleum,"37,524","20,193"
Petroleum,0,0
Petroleum,"7,224","3,729"
Petroleum,"8,052","4,153"
Petroleum,"11,029","5,768"
Petroleum,"5,916","1,839"
Petroleum,225,126
Petroleum,602,359
Petroleum,588,303
Hydro,0,"1,475,251"
Coal,"3,251,986","3,984,334"
Coal,"4,124,626","4,998,314"
Coal,"8,037,582","9,130,253"
Coal,"5,785,560","6,938,094"
Coal,"2,032,400","2,496,600"
Coal,"536,026","582,977"
Gas,"4,652",470
Gas,"3,469",287
Gas,0,0
Other,0,0
Petroleum,"27,352","3,955"
Coal,"160,927","208,164"
Coal,"960,368","1,372,054"
Coal,"338,086","102,169"
Other,393,838
Wind,0,"190,723"
Wind,0,"180,517"
Wind,0,711
Wind,0,"644,030"
Wind,0,"148,878"
Wind,0,"488,798"
Wind,0,"56,079"
Wind,0,"155,655"
Wind,0,"154,344"
Wind,0,"6,391"
Wind,0,"730,163"
Petroleum,"23,135","2,719"
Biomass,"1,305,357","45,045"
Biomass,"83,842","3,134"
Biomass,"253,733","11,985"
Coal,0,0
Coal,0,0
Petroleum,0,0
Petroleum,0,-72
Petroleum,90,-33
Petroleum,950,312
Petroleum,968,401
Petroleum,0,0
Petroleum,"1,308",-381
Petroleum,487,135
Petroleum,0,0
Petroleum,0,0
Petroleum,"28,777","16,793"
Petroleum,"5,061","2,077"
Petroleum,94,50
Petroleum,0,4
Petroleum,211,101
Petroleum,102,72
Petroleum,"5,179","2,172"
Petroleum,"5,053","2,576"
Petroleum,532,296
Hydro,0,"401,434"
Gas,"140,911","10,351"
Gas,961,-24
Gas,"88,476","5,997"
Gas,"31,664",435
Gas,"93,553","4,120"
Gas,"37,811","3,279"
Gas,"241,343","22,637"
Gas,"405,913","29,499"
Gas,"180,440","17,587"
Gas,"59,583","4,294"
Gas,25,"6,235"
Gas,"515,672","48,488"
Gas,0,"55,947"
Gas,"1,278,384","90,284"
Gas,"188,040","13,440"
Gas,"23,923","2,309"
Gas,"91,934","8,956"
Gas,"107,798","7,142"
Gas,"16,729","1,209"
Gas,"4,310",281
Nuclear,0,"3,700,563"
Nuclear,0,"5,734,579"
Petroleum,894,396
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Coal,"279,452","334,362"
Coal,"1,020,516","1,519,672"
Coal,"1,872,463","3,016,315"
Coal,"6,011,209","9,983,411"
Coal,"4,282,248","7,396,182"
Coal,"724,784","1,177,584"
Coal,0,0
Wind,0,"187,190"
Wind,0,"71,001"
Wind,0,"30,490"
Wind,0,0
Petroleum,0,0
Biomass,"452,629","317,511"
Biomass,"1,810,524","49,260"
Biomass,"1,377,843","40,885"
Biomass,"159,130","79,742"
Biomass,"746,877","601,837"
Biomass,"14,036",388
Coal,"956,935","2,410,046"
Coal,"250,999","475,622"
Petroleum,"1,003",533
Petroleum,0,0
Petroleum,"11,480","4,670"
Petroleum,0,0
Petroleum,0,"2,774"
Petroleum,"9,207","4,175"
Petroleum,"1,004",359
Petroleum,648,261
Petroleum,"4,511","2,914"
Petroleum,0,0
Petroleum,0,0
Petroleum,"1,423",812
Hydro,0,"390,299"
Hydro,0,"314,296"
Hydro,0,"102,794"
Hydro,0,"51,369"
Hydro,0,"53,884"
Hydro,0,"131,091"
Hydro,0,"69,933"
Hydro,0,"457,935"
Hydro,0,"8,955"
Hydro,0,372
Petroleum,"1,365",380
Petroleum,968,298
Petroleum,0,0
Other,"122,515","59,854"
Gas,"16,139","1,273"
Gas,"475,953","33,525"
Gas,0,"1,360,754"
Gas,"27,362,885","2,551,317"
Gas,"90,342","534,875"
Gas,"10,124,612","836,253"
Gas,"401,399","34,731"
Gas,0,0
Gas,0,0
Nuclear,0,"8,816,673"
Petroleum,"17,863","8,459"
Petroleum,"263,616","134,213"
Petroleum,0,0
Petroleum,"83,485","11,964"
Petroleum,0,0
Petroleum,434,5
Wind,0,"28,466"
Biomass,"693,864","270,770"
Biomass,"405,225","168,212"
Biomass,"2,221,397","72,018"
Biomass,"3,715,658","145,785"
Biomass,"1,736,712","36,331"
Biomass,"281,741","156,940"
Biomass,0,0
Biomass,"1,903,704","4,452"
Biomass,"114,896","57,828"
Biomass,"83,337","1,345"
Biomass,"57,965",849
Coal,"173,674","406,396"
Coal,0,0
Coal,"553,756","1,332,199"
Coal,0,0
Coal,"432,776","993,360"
Coal,"523,862","963,708"
Coal,"22,091","38,454"
Coal,"110,268","268,597"
Petroleum,395,202
Petroleum,"6,968","3,490"
Petroleum,"6,575","1,353"
Petroleum,"10,669","4,091"
Petroleum,0,0
Petroleum,0,0
Petroleum,"1,189",71
Petroleum,0,0
Petroleum,0,0
Petroleum,"10,237","5,059"
Petroleum,"10,237","3,543"
Petroleum,0,0
Petroleum,0,738
Petroleum,"4,711","2,503"
Petroleum,0,0
Petroleum,"12,833","4,685"
Petroleum,819,343
Petroleum,"22,824","9,293"
Petroleum,204,112
Petroleum,0,0
Petroleum,"19,348","11,304"
Petroleum,0,0
Petroleum,"1,046",625
Petroleum,"2,631",795
Petroleum,262,140
Petroleum,"3,299",273
Petroleum,0,0
Petroleum,439,200
Petroleum,"1,982",227
Hydro,"748,824",0
Hydro,0,"37,117"
Petroleum,0,"10,468"
Petroleum,"45,409","20,556"
Petroleum,"10,861","5,974"
Petroleum,"4,809","1,754"
Petroleum,"10,519","4,118"
Petroleum,0,0
Petroleum,"2,745","1,435"
Petroleum,0,"21,062"
Petroleum,"87,938","42,531"
Petroleum,"13,648","6,196"
Petroleum,981,-302
Petroleum,0,0
Petroleum,470,-478
Petroleum,0,0
Petroleum,0,0
Petroleum,123,54
Petroleum,"32,028","12,852"
Petroleum,0,0
Petroleum,411,190
Petroleum,4,1
Other,"231,290","212,746"
Other,"135,078","132,168"
Other,"220,401","123,670"
Other,"89,822","45,177"
Gas,"15,004",420
Gas,0,"-6,452"
Gas,"84,337","5,847"
Gas,"42,368","1,953"
Gas,"164,470","1,702,611"
Gas,"38,614,266","3,213,688"
Gas,"1,071",-37
Gas,"655,369","65,595"
Gas,"626,657","41,476"
Gas,"1,359,171","93,212"
Gas,"1,303,422","114,086"
Gas,"793,109","75,241"
Gas,"592,560","1,404,521"
Gas,"29,053,023","2,591,010"
Gas,"673,876","54,080"
Gas,"1,047,972","93,776"
Gas,"383,091","12,911"
Gas,0,"242,730"
Gas,"7,542,746","656,608"
Gas,"1,987,456","1,175,697"
Gas,"40,676,679","3,624,035"
Gas,"2,009","30,020"
Gas,"2,730,623","217,169"
Gas,"6,827",463
Gas,"152,157","14,813"
Gas,0,0
Gas,"520,237","72,602"
Gas,0,"1,322,203"
Gas,"26,771,061","2,409,029"
Gas,"528,765","48,790"
Gas,"34,208","20,351"
Gas,"1,045,604","85,433"
Gas,"938,348","89,494"
Gas,"59,297","5,780"
Gas,"59,091","7,994"
Gas,"799,599","54,101"
Gas,"7,019,920","762,037"
Gas,0,0
Gas,"208,578","18,354"
Gas,"1,383,649","84,324"
Gas,"3,744",709
Gas,0,0
Gas,"3,798,765","239,800"
Gas,"2,932,110","202,946"
Gas,"63,201","4,220"
Gas,"1,898,887","41,560"
Nuclear,0,"4,978,401"
Nuclear,0,"10,221,757"
Nuclear,0,"9,427,500"
Nuclear,0,"9,700,296"
Gas,"10,225,730","94,030"
Gas,"2,108,115","48,333"
Other,0,0
Other,0,0
Petroleum,"26,262","15,236"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"44,644","17,914"
Petroleum,0,0
Petroleum,"6,963","3,167"
Petroleum,0,0
Petroleum,0,0
Solar,0,"2,438"
Coal,"26,534","41,282"
Coal,"796,708","1,301,451"
Wind,0,"19,150"
Petroleum,"39,820","25,225"
Petroleum,"177,258","67,338"
Biomass,"790,502","17,433"
Coal,"1,488,650","2,615,066"
Coal,0,0
Coal,0,0
Petroleum,0,0
Petroleum,"72,018","37,152"
Petroleum,0,0
Petroleum,"11,693","5,914"
Petroleum,0,0
Petroleum,893,380
Petroleum,184,34
Hydro,0,"300,873"
Gas,"48,759","4,586"
Gas,"338,060","34,160"
Gas,"5,362,250","471,169"
Gas,"280,087","19,533"
Gas,"4,022,793","386,791"
Gas,"784,143","56,515"
Gas,"836,337","71,311"
Gas,"8,871,560","813,602"
Gas,0,0
Gas,"4,995,569","668,662"
Gas,0,"618,037"
Gas,"11,486,596","1,028,132"
Gas,"479,966","38,701"
Gas,"479,115","1,158,517"
Gas,"23,115,631","2,133,273"
Gas,"590,271","133,344"
Gas,"3,575,455","350,157"
Gas,"731,694","75,707"
Gas,"8,883","1,253"
Gas,0,0
Gas,"271,402","31,524"
Gas,"5,413,864","428,996"
Gas,"193,592","7,358"
Gas,"558,189","49,952"
Gas,0,0
Gas,"1,588,741","176,213"
Gas,"10,357",580
Gas,0,0
Gas,"12,311","1,437"
Coal,"1,097,758","1,831,276"
Coal,"7,337,720","12,990,275"
Coal,"6,588,396","11,648,081"
Other,0,"4,371"
Wind,0,"533,289"
Wind,0,"239,563"
Wind,0,"402,497"
Wind,0,"266,962"
Wind,0,"101,404"
Wind,0,0
Biomass,759,890
Coal,0,0
Coal,0,0
Coal,"1,348,918","2,802,412"
Coal,0,"-5,278"
Coal,"783,052","1,715,235"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"17,778","9,576"
Petroleum,0,225
Petroleum,"1,316",579
Petroleum,0,0
Petroleum,"12,143","6,860"
Petroleum,0,0
Petroleum,"1,053",487
Petroleum,0,0
Geothermal,0,"427,552"
Geothermal,0,"58,990"
Geothermal,0,"84,198"
Geothermal,0,"183,736"
Geothermal,0,"37,342"
Geothermal,0,"623,766"
Geothermal,0,"201,093"
Hydro,0,"2,406,695"
Hydro,0,"19,073"
Hydro,0,"20,597"
Gas,0,"270,118"
Gas,"6,257,236","499,525"
Gas,"2,891,169","284,831"
Gas,"3,379,095","313,087"
Gas,"982,577","1,244,229"
Gas,"25,263,511","2,249,900"
Gas,"348,860","23,022"
Gas,"964,977","79,345"
Gas,0,"-5,278"
Gas,"378,220","132,566"
Gas,"4,713,095","369,063"
Gas,"156,450","13,068"
Gas,"164,348","1,191,025"
Gas,"23,252,516","2,084,760"
Gas,"1,622,464","2,497,746"
Gas,"46,135,675","4,426,660"
Gas,0,0
Gas,"3,629,426","928,871"
Gas,"15,043,020","1,684,284"
Gas,"557,408","1,085,157"
Gas,"21,559,058","1,941,899"
Gas,"447,752","852,800"
Gas,"16,868,480","1,508,608"
Gas,0,"114,840"
Gas,"3,936,482","360,884"
Gas,"33,543","2,426"
Gas,"556,095","59,486"
Gas,"459,205","43,293"
Gas,"1,592,705","362,247"
Gas,"11,727,031","1,136,954"
Gas,"2,800,543","322,198"
Gas,"301,698","2,385"
Gas,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Solar,0,"120,648"
Solar,0,"30,210"
Solar,0,0
Coal,"128,395","219,063"
Coal,"922,566","1,645,455"
Coal,"638,633","1,130,357"
Biomass,"1,238,741","73,801"
Biomass,"228,716","49,210"
Biomass,"723,952","309,768"
Biomass,"150,256","86,363"
Biomass,"599,032","111,631"
Biomass,"25,455","7,898"
Biomass,"524,709","230,552"
Biomass,"120,754","116,770"
Biomass,"28,066","46,145"
Biomass,0,0
Biomass,"12,416,962","456,360"
Biomass,"536,180","290,996"
Biomass,"64,160","33,891"
Biomass,"231,204","132,649"
Biomass,"225,318","130,094"
Biomass,"41,535","4,935"
Coal,"843,688","2,026,757"
Coal,"647,150","1,600,143"
Coal,0,0
Coal,0,0
Coal,"1,061,829","2,807,279"
Coal,"392,896","318,908"
Coal,"25,212","47,191"
Coal,0,0
Coal,"29,988","9,982"
Coal,0,0
Coal,0,0
Coal,"307,417","705,342"
Coal,"378,854","552,957"
Petroleum,110,65
Petroleum,0,0
Petroleum,"22,011","7,617"
Petroleum,"59,147","21,727"
Petroleum,0,0
Petroleum,"25,198","9,375"
Petroleum,"3,542",843
Petroleum,311,-60
Petroleum,369,82
Petroleum,"4,479","2,825"
Petroleum,"10,098","5,826"
Petroleum,"12,154","6,496"
Petroleum,0,0
Petroleum,0,0
Petroleum,"28,280","16,712"
Petroleum,"96,954","44,597"
Petroleum,0,0
Petroleum,"119,365","46,156"
Petroleum,"3,017",577
Petroleum,695,274
Petroleum,0,443
Petroleum,"3,558","1,647"
Petroleum,"11,183","3,731"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"5,403",266
Petroleum,0,0
Petroleum,"7,658","4,451"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,-145
Petroleum,"32,071","16,388"
Petroleum,"87,659","2,649"
Petroleum,0,0
Petroleum,0,"10,113"
Petroleum,"37,090","18,442"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,"1,184"
Petroleum,"6,183","2,106"
Petroleum,0,0
Petroleum,"67,735","50,934"
Petroleum,"62,676","25,384"
Petroleum,"4,033","2,054"
Petroleum,0,0
Petroleum,0,0
Petroleum,"2,169","1,061"
Petroleum,"46,602","26,634"
Petroleum,"1,490",789
Petroleum,0,0
Petroleum,"13,542","6,621"
Petroleum,3,1
Petroleum,"4,467","2,440"
Petroleum,"3,432","1,180"
Petroleum,199,77
Petroleum,"225,912","23,041"
Petroleum,901,188
Petroleum,"3,642","1,844"
Petroleum,184,109
Hydro,0,"272,206"
Hydro,"339,813","-118,776"
Hydro,"895,446","-361,611"
Hydro,0,"14,628,946"
Hydro,0,"7,167,242"
Hydro,0,0
Hydro,0,"39,932"
Hydro,0,"356,294"
Hydro,0,"872,526"
Hydro,0,"4,973,127"
Hydro,0,0
Hydro,0,0
Hydro,0,"7,685"
Petroleum,623,237
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"14,860","11,263"
Petroleum,739,373
Petroleum,0,652
Petroleum,"2,862","1,390"
Petroleum,0,0
Petroleum,"13,036","5,248"
Petroleum,0,0
Petroleum,"40,425","30,540"
Petroleum,"8,791","3,448"
Petroleum,0,0
Petroleum,"4,350","2,495"
Petroleum,"121,482","61,730"
Petroleum,0,0
Petroleum,717,346
Coal,0,0
Other,"241,322","243,384"
Other,"199,679","87,710"
Other,"174,903","181,152"
Other,"416,960","225,075"
Other,"172,119","104,994"
Other,"32,961","4,927"
Gas,"102,226","9,903"
Gas,"9,767",452
Gas,"10,164,310","891,513"
Gas,"15,510,272","1,409,298"
Gas,"19,639,196","1,808,927"
Gas,0,0
Gas,"7,337,490","591,562"
Gas,"216,910","12,943"
Gas,"644,880","40,334"
Gas,"10,439,393","1,457,380"
Gas,"184,620","13,988"
Gas,"16,956,704","1,479,288"
Gas,"1,174,685","68,890"
Gas,"10,068,768","912,910"
Gas,"873,150","65,138"
Gas,"27,185,919","2,484,833"
Gas,"570,717","51,820"
Gas,"4,515,657","390,485"
Gas,"4,003","1,175,825"
Gas,"25,257,871","2,315,227"
Gas,"60,275","4,905"
Gas,"1,401,776","101,933"
Gas,"1,109,761","89,762"
Gas,"15,294,197","1,244,118"
Gas,"1,326,103","37,659"
Gas,"1,459,123","42,464"
Gas,920,"5,529"
Gas,"182,346","13,118"
Gas,"615,013","528,621"
Gas,"14,915,097","1,251,250"
Gas,"483,630","108,512"
Gas,"3,052,700","285,314"
Gas,"378,114","37,617"
Gas,0,0
Gas,"999,337","13,952"
Gas,"137,688","3,286"
Gas,"1,469,103","67,130"
Gas,0,0
Gas,"121,304","12,211"
Gas,"1,853,377","144,917"
Gas,"739,042","1,077,487"
Gas,"20,155,181","1,825,115"
Gas,"116,611","391,651"
Gas,"10,166,040","790,743"
Gas,0,0
Gas,0,"321,434"
Gas,"21,078,751","1,597,368"
Gas,"434,791","29,965"
Gas,"655,151","1,126,578"
Gas,"22,303,856","2,104,259"
Gas,0,"1,997,395"
Gas,"41,387,502","3,797,268"
Gas,0,0
Gas,"21,020,695","2,820,027"
Gas,"126,897","267,042"
Gas,"6,636,364","522,888"
Gas,"2,434,377","316,304"
Gas,"5,104,977","634,474"
Gas,"6,968,067","646,476"
Gas,"29,082","2,392"
Gas,"1,305,605","116,962"
Gas,"528,136","135,546"
Gas,"3,784,598","372,219"
Gas,"2,527,957","254,012"
Gas,"58,631","6,404"
Gas,"1,325,035","488,965"
Gas,"16,919,727","1,587,633"
Gas,"3,209,709","298,343"
Gas,"369,362","28,875"
Gas,0,0
Gas,"11,787","1,981"
Gas,0,0
Gas,"813,746","47,743"
Gas,0,0
Gas,0,0
Gas,"841,140","17,308"
Gas,"1,456,810","114,745"
Gas,"380,730","28,981"
Gas,"116,960","12,547"
Nuclear,0,"8,837,443"
Nuclear,0,"4,992,579"
Nuclear,0,"9,921,917"
Nuclear,0,"7,398,074"
Nuclear,0,"4,630,903"
Nuclear,0,"7,703,698"
Other,0,0
Other,0,0
Petroleum,775,"1,954"
Petroleum,"43,406","125,431"
Petroleum,"12,063","24,725"
Petroleum,"10,510","21,957"
Petroleum,"33,446","21,113"
Petroleum,0,0
Petroleum,"250,875","129,665"
Petroleum,"123,666","49,822"
Petroleum,0,0
Petroleum,"322,315","173,353"
Petroleum,"5,579","2,957"
Petroleum,"1,257,943","777,708"
Petroleum,"280,724","165,045"
Petroleum,"128,685","69,715"
Petroleum,"61,981","26,523"
Petroleum,"540,974","341,700"
Petroleum,0,0
Petroleum,"310,502","167,060"
